headlines,newspaper,description,catagories,link
Nanak: Govt to form jute council,Dhaka Tribune,Govt to form jute council for better management of the jute industry,Government,https://www.dhakatribune.com/bangladesh
Price of watermelon surges again amid heatwave,Dhaka Tribune,Price of watermelon surges again amid heatwave,Economy,https://www.dhakatribune.com/bangladesh
Bullets fired towards trucks on Thanchi border road,Dhaka Tribune,Bullets fired towards trucks on Thanchi border road,Conflict,https://www.dhakatribune.com/bangladesh
"DDM, UNOPS ink deal to enhance Agriculture preparedness in Bangladesh",Dhaka Tribune,DDM and UNOPS sign deal to enhance Agriculture preparedness in Bangladesh,Agriculture Relief,https://www.dhakatribune.com/bangladesh
EC Alamgir: MPs not to be allowed to participate in upazila polls campaign,Dhaka Tribune,EC Alamgir: MPs not to be allowed to participate in upazila polls campaign,Politics,https://www.dhakatribune.com/bangladesh
11 years of Rana Plaza: Victims still in agony as demands yet to be fulfilled,Dhaka Tribune,11 years of Rana Plaza: Victims still in agony as demands yet to be fulfilled,Tragedy,https://www.dhakatribune.com/bangladesh
What steps are being taken to prevent bank robbery?,Dhaka Tribune,Article discussing steps taken to prevent bank robbery,Security,https://www.dhakatribune.com/bangladesh
Jubo League leader sent to jail in Chittagong journo assault case,Dhaka Tribune,Jubo League leader sent to jail in Chittagong journo assault case,Entertainment,https://www.dhakatribune.com/bangladesh
Madrasa teacher jailed for attempted rape of minor,Dhaka Tribune,Madrasa teacher jailed for attempted rape of minor,Entertainment,https://www.dhakatribune.com/bangladesh
"DNCC sprinkling 400,000 litres of water on road daily to reduce heat",Dhaka Tribune,"DNCC sprinkling 400,000 litres of water on road daily to reduce heat",Entertainment,https://www.dhakatribune.com/bangladesh
Two farmers die from heat stroke in Nilphamari,Dhaka Tribune,Two farmers die from heat stroke in Nilphamari,Environment,https://www.dhakatribune.com/bangladesh
Gold price drops again within 24hrs,Dhaka Tribune,Gold price drops again within 24hrs,Economy,https://www.dhakatribune.com/bangladesh
Uber issues statement after refusal to comment sparks controversy,Dhaka Tribune,Uber issues statement after refusal to comment sparks controversy,Business,https://www.dhakatribune.com/bangladesh
What do we know about Dhaka’s first chief heat officer?,Dhaka Tribune,Article discussing the first chief heat officer of Dhaka,Government,https://www.dhakatribune.com/bangladesh
Supreme Court gets 3 new judges,Dhaka Tribune,Supreme Court gets 3 new judges,Judiciary,https://www.dhakatribune.com/bangladesh
Unicef: Children face extremely high risk in Bangladesh’s scorching heatwave,Dhaka Tribune,Unicef warns children face extremely high risk in Bangladesh’s scorching heatwave,Child Welfare,https://www.dhakatribune.com/bangladesh
"AIUB holds signing, cheque handing over ceremony for researchers",Dhaka Tribune,"AIUB holds signing, cheque handing over ceremony for researchers",Education,https://www.dhakatribune.com/bangladesh
High Court wants list of Rohingyas registered as voters in Cox’s Bazar,Dhaka Tribune,High Court wants list of Rohingyas registered as voters in Cox’s Bazar,Judiciary,https://www.dhakatribune.com/bangladesh
173 Bangladeshis return from Myanmar after serving time in prison,Dhaka Tribune,173 Bangladeshis return from Myanmar after serving time in prison,Human Rights,https://www.dhakatribune.com/bangladesh
Upazila polls: Quader warns of action against violators of party decision,Dhaka Tribune,Upazila polls: Quader warns of action against violators of party decision,Politics,https://www.dhakatribune.com/bangladesh
Street vendors in peril as heatwave hammers sales,Dhaka Tribune,Street vendors in peril as heatwave hammers sales,Economy,https://www.dhakatribune.com/bangladesh
Thailand rolls out the red carpet for PM Hasina,Dhaka Tribune,Thailand rolls out the red carpet for PM Hasina,Diplomacy,https://www.dhakatribune.com/bangladesh
Commander Arafat becomes new RAB spokesperson,Dhaka Tribune,Commander Arafat becomes new RAB spokesperson,Security,https://www.dhakatribune.com/bangladesh
"3 shops fined Tk55,000 for selling fans at high price",Dhaka Tribune,Three shops in Rifle Club area fined for selling fans at high prices,Business,https://www.dhakatribune.com/bangladesh
KNF armed wing member killed in raid in Bandarban,Dhaka Tribune,Report on the killing of a KNF armed wing member in a raid in Bandarban,Entertainment,https://www.dhakatribune.com/bangladesh
"Heatwave: Wasa, police to provide drinking water",Dhaka Tribune,Announcement of plans by Wasa and police to provide drinking water during the heatwave,Weather,https://www.dhakatribune.com/bangladesh
130 joint secretaries promoted to additional secretaries,Dhaka Tribune,Politics   about the promotion of 130 joint secretaries to additional secretaries,Entertainment,https://www.dhakatribune.com/bangladesh
Youth dies of heatstroke in Chittagong,Dhaka Tribune,Report on the death of a youth due to heatstroke in Chittagong,Health,https://www.dhakatribune.com/bangladesh
Heatwave: Farmer dies of heatstroke in Rajshahi,Dhaka Tribune,Report on the death of a farmer due to heatstroke in Rajshahi,Health,https://www.dhakatribune.com/bangladesh
DC’s vehicle comes under attack in Panchagarh,Dhaka Tribune,Report on an attack on the Deputy Commissioner's vehicle in Panchagarh,Security,https://www.dhakatribune.com/bangladesh
BNP postpones Friday rally due to heatwave,Dhaka Tribune,Announcement of the postponement of a BNP rally due to the heatwave,Politics,https://www.dhakatribune.com/bangladesh
Ongoing heatwave gives rise to health issues as Khulna swelters,Dhaka Tribune,Report on health issues arising from the ongoing heatwave in Khulna,Health,https://www.dhakatribune.com/bangladesh
Bapex discovers gas in Noakhali’s Sonaimuri,Dhaka Tribune,Report on the discovery of gas by Bapex in Noakhali's Sonaimuri,Energy,https://www.dhakatribune.com/bangladesh
Heatwave: Barisal University announces online classes,Dhaka Tribune,Announcement of Barisal University's decision to conduct online classes due to the heatwave,Education,https://www.dhakatribune.com/bangladesh
15 journalists receive Meena Media Awards,Dhaka Tribune,Report on 15 journalists receiving the Meena Media Awards,Media,https://www.dhakatribune.com/bangladesh
Saber: Bangladesh pledges to create resilient world for all,Dhaka Tribune,"Statement by Minister of Environment, Forest and Climate Change on Bangladesh's commitment to create a resilient world",Environment,https://www.dhakatribune.com/bangladesh
Train fares may increase from May 4,Dhaka Tribune,Report on the potential increase in train fares from May 4,Sports,https://www.dhakatribune.com/bangladesh
Bangladesh rolls out red carpet as Qatar Emir arrives in Dhaka,Dhaka Tribune,Report on Bangladesh's warm reception of Qatar Emir's arrival in Dhaka,Diplomacy,https://www.dhakatribune.com/bangladesh
Fake certificate syndicate: Technical education board chairman removed from office,Dhaka Tribune,Report on the removal of the Technical Education Board chairman from office due to involvement in a fake certificate syndicate,Education,https://www.dhakatribune.com/bangladesh
High Court issues rule nisi to formulate guidelines on guardianship rights,Dhaka Tribune,Report on High Court issuing a rule nisi to formulate guidelines on guardianship rights,Agriculture,https://www.dhakatribune.com/bangladesh
"Heatwave drives up costs for charger fans, umbrellas",Dhaka Tribune,Report on the increase in costs for charger fans and umbrellas due to the heatwave,Business,https://www.dhakatribune.com/bangladesh
Money Embezzlement Case: High Court issues rule on bail of Major Mannan and 6 others,Dhaka Tribune,Report on High Court issuing a rule on bail for Major Mannan and 6 others in a money embezzlement case,Agriculture,https://www.dhakatribune.com/bangladesh
Yao Wen: China interested in investing more in Bangladesh,Dhaka Tribune,Statement by Chinese Ambassador expressing interest in investing more in Bangladesh,Economy,https://www.dhakatribune.com/bangladesh
Prof Anu Muhammad shifted to national burn institute for better treatment,Dhaka Tribune,Report on Prof Anu Muhammad being shifted to a national burn institute for better treatment following a train Entertainment,Health,https://www.dhakatribune.com/bangladesh
Southeast University Bangladesh signs MoU with Universiti Kebangsaan Malaysia,Dhaka Tribune,Report on Southeast University Bangladesh signing an MoU with Universiti Kebangsaan Malaysia,Education,https://www.dhakatribune.com/bangladesh
ACC forms inquiry committee to investigate ex-IGP Benazir,Dhaka Tribune,Report on ACC forming an inquiry committee to investigate former IGP Benazir,Entertainment,https://www.dhakatribune.com/bangladesh
DU student drowns in university swimming pool,Dhaka Tribune,Report on a Dhaka University student drowning in the university swimming pool,Entertainment,https://www.dhakatribune.com/bangladesh
"Mayor Atiqul: Jail, fine if Aedes larvae found in houses, offices from April 27",Dhaka Tribune,Statement by Mayor Atiqul imposing jail or fine if Aedes larvae found in houses or offices from April 27,Health,https://www.dhakatribune.com/bangladesh
FM: PM Hasina's Thailand visit aims to boost cooperation,Dhaka Tribune,Statement by Foreign Minister regarding Prime Minister Hasina's visit to Thailand aiming to boost cooperation,Diplomacy,https://www.dhakatribune.com/bangladesh
"Bus driver’s drowsiness, speeding killed 15 people in Faridpur crash",Dhaka Tribune,Report on a bus Entertainment in Faridpur resulting in 15 deaths due to the driver's drowsiness and speeding,Entertainment,https://www.dhakatribune.com/bangladesh
